PSNR_LDCT,PSNR_ENH,SSIM_LDCT,SSIM_ENH
29.563038,25.210018,0.9851950284852365,0.9818581672584581
29.507088,25.185493,0.9860302091813947,0.9821703040475881
29.529905,25.232311,0.9880844685274711,0.9843660023147054
29.641403,25.172674,0.9874968104742256,0.9844407130730415
29.49917,24.746809,0.9901655303139235,0.9882936423466944
29.54241,24.49228,0.9893928865861342,0.987719760346784
29.418941,24.42172,0.98979553971792,0.9872506059749628
29.435703,24.547083,0.9892697749371709,0.9867268905897854
29.513273,24.556562,0.9896209718823846,0.9867513091979322
29.519653,24.505268,0.9907300889995577,0.9877862798196098
29.394146,24.56048,0.9906043349571219,0.9875181915752139
29.674034,24.833588,0.9910375408547853,0.9886828058857624
29.58424,24.99982,0.9908819265549437,0.9889879658027664
29.64862,25.13459,0.9900993309362985,0.9879311720123571
29.76429,25.118635,0.9911759040941178,0.9887717613587876
29.730457,25.11819,0.9901431174692006,0.9879819118703428
29.785421,25.246243,0.9902105891007702,0.9883501055704844
30.04822,27.503492,0.9882551523529578,0.9879245748108022
30.171623,27.700375,0.9832711575948607,0.9830201367628748
30.04966,27.676659,0.975018893449134,0.9766946983864411
29.763144,27.662289,0.9780109332248976,0.9812577722963156
30.117138,27.790949,0.9834156587488749,0.9851698558933837
29.95019,27.535503,0.9843126640161903,0.9857217530277343
29.968729,27.259949,0.9714810963698025,0.9719126460437548
30.038666,27.309618,0.9680732704462633,0.967979023166214
29.87341,27.260773,0.9703311349466603,0.9715963546189886
29.895962,27.49894,0.9692278072533854,0.9708992739246498
29.986748,27.421244,0.9663138028345579,0.9673910230190057
29.899225,27.299986,0.9682035903561335,0.9717640775214843
29.850798,27.170326,0.9618917740147548,0.9644533893998382
29.92405,27.28907,0.9621591236999937,0.964320943724694
29.74676,27.101799,0.9622959067223854,0.9652808798859802
29.762802,27.042368,0.9597965940082551,0.9641118852372783
29.708414,27.198698,0.9545739179825973,0.9601271996995769
29.55257,27.194586,0.9568048037621072,0.9625699809069157
29.457045,27.117535,0.9591297819518115,0.9658616633243367
29.818125,27.685186,0.9580051845170671,0.9637410796458352
29.74248,27.618702,0.963478509860156,0.9697044675163164
29.775274,27.654696,0.9686780840409419,0.9748990516935325
29.843517,27.361198,0.9609943313760446,0.9674677376396799
29.780977,26.947124,0.9713839459357373,0.9748150580909156
29.812847,27.179737,0.965632417837292,0.9696164497211905
29.987026,28.074654,0.953159498725661,0.9630785015034818
29.800545,27.915806,0.9533400277238929,0.9636059056442363
29.892578,27.603165,0.9502375940695142,0.9582709967884031
29.891357,27.600868,0.9554199948314428,0.9617433835808457
29.93539,27.614044,0.9586348273362312,0.9638996289040772
29.907997,27.417263,0.9578243221717299,0.962123267733322
30.015335,27.58675,0.9605615101899582,0.9660449844662045
30.032143,27.775343,0.9628359125685417,0.9696583338629494
29.947813,27.407791,0.9555224211201139,0.961967625739143
30.010994,27.552525,0.9581949728145159,0.9642755981726719
30.082949,27.747223,0.9609431552729405,0.9657349012756375
30.119173,27.749226,0.9641643323245308,0.968235791474476
30.066177,27.649277,0.9618712980282437,0.9657696425166552
30.034492,27.56781,0.9631054835458713,0.9658714698501851
30.149906,27.758123,0.9598761705752714,0.9643140044963384
30.093163,27.37998,0.9647964375352654,0.9686320045698326
30.054522,27.215115,0.9614802420212178,0.964940682871967
30.090971,27.400713,0.9574247387865863,0.961573047691327
30.073719,27.56201,0.95695164114857,0.961978558703523
30.113232,27.927155,0.9547117877295945,0.961169776849386
30.105211,27.684013,0.9550723096147121,0.9589411940279962
30.043018,27.268814,0.9540475365821183,0.9562704182114715
30.036165,27.406067,0.9545738648864,0.9575728007134915
30.107197,27.436882,0.9529892469216403,0.9557647206703203
30.025078,27.550575,0.9511969604199784,0.9552718231935772
30.107368,27.920153,0.9509500882513148,0.9560249885317348
30.127827,28.089527,0.9475159855072426,0.9543842888328393
30.08611,27.963863,0.9479845775327902,0.9524437669428856
30.066479,27.741161,0.9464298362778465,0.9504780608070411
30.018658,27.816198,0.9448915798356795,0.9515662199290558
30.042627,27.876776,0.9492930255516128,0.953832131721834
30.061516,28.183762,0.9462631432139837,0.9552146276464714
30.164766,28.419334,0.948245849611973,0.9551269982864087
