LDCT_PSNR,Enhanced_PSNR,Region_Adaptive_PSNR,LDCT_SSIM,Enhanced_SSIM,Region_Adaptive_SSIM
27.955715,27.134455,27.696571,0.972308664685872,0.9792190494166869,0.9830230275599778
27.96991,26.844923,27.305708,0.9597390208195282,0.9708346136558128,0.9761112357277584
27.90089,26.578861,27.05423,0.9656281347036134,0.9728079325190224,0.9779688877752869
27.92472,26.502333,26.832083,0.9669879298518606,0.9730616046751324,0.9767427945300006
27.948051,26.540207,26.878693,0.9651697446795429,0.9732544994750447,0.9772924071278787
27.841911,26.209938,26.668951,0.96663878684009,0.9753547032022823,0.979898428108779
27.906942,26.449848,26.963055,0.9657657450201582,0.9754427141010031,0.9804126159340005
28.062153,26.966772,27.587181,0.9629325164175665,0.9729668638012479,0.9782249443453298
28.019306,26.986813,27.433187,0.9645300191008994,0.9738725376770812,0.9780062465772243
28.116043,27.318752,27.746376,0.9675668099268515,0.9767723899129167,0.9803804371608814
28.113384,27.0315,27.360085,0.966342786633803,0.9751931760713248,0.9789052686673484
28.103773,26.792915,27.106112,0.9692431380504488,0.9759980338642793,0.9797009147680251
27.99997,26.5187,26.83157,0.9754910409944295,0.9809842252169373,0.983665088613953
28.006973,26.97624,27.305508,0.983484045786859,0.9881711569794472,0.9903499962927197
28.087294,26.976604,27.131397,0.983821328918132,0.9877360515455577,0.9893317511965922
28.18033,27.130108,27.262768,0.9818412470327573,0.9851665847388391,0.9868061739668116
28.185707,27.032948,27.107523,0.9814842423489687,0.9849720235799514,0.9861831029310466
28.161686,27.184725,27.523567,0.9762434863571633,0.9824618404020917,0.9850826439132827
28.17144,27.17693,27.58868,0.9783761945013426,0.9833333174233463,0.9861744445972972
28.148148,26.99102,27.271843,0.9803744321849786,0.9846818010086765,0.9871543060901063
28.153402,26.44222,26.582943,0.9836400308129436,0.9860628699636849,0.9873176337486895
28.2206,27.77642,28.24282,0.9778492961720647,0.98356544144306,0.9863741417606494
28.205208,27.38786,27.84734,0.9811969273959006,0.9850580103110023,0.9875520871245839
28.224936,27.167706,27.656647,0.9793080263103205,0.9841510337402791,0.9865200655767167
28.257263,27.385326,27.84245,0.9733029040943377,0.9791959298505398,0.9819227047898114
28.196356,27.249546,27.743547,0.9767303297967759,0.9824011362777717,0.9853900461099525
28.265957,27.459026,28.058651,0.9683046765687983,0.9751083288816028,0.9791979213459547
28.168968,27.327694,27.924625,0.9792111441610597,0.983988252010421,0.9865698373297674
28.236721,27.480757,28.0937,0.9591414467563936,0.9692806270901856,0.9746558269453243
28.07976,27.16051,27.662289,0.9614885155663341,0.9703947234999549,0.9750967106593145
28.067896,27.323835,27.880762,0.9530714907559452,0.9642424255692272,0.9702404861766174
28.111078,27.32129,27.875622,0.9555873434638712,0.965550612516954,0.9708978675354178
27.966776,26.999472,27.5229,0.9544174023240359,0.9647974149421062,0.969761529434092
27.94497,27.205074,27.802364,0.9459685197745737,0.960438512372973,0.9674899970446545
27.926762,27.135185,27.697336,0.9483569921842526,0.9618970598890989,0.968498372618656
28.031517,27.14661,27.737598,0.9530063777340866,0.9640696196839691,0.9702310361042376
28.161427,27.359528,27.953531,0.9479478106354765,0.9608268381757089,0.9676678883316492
27.975407,27.11035,27.752487,0.9435492883521776,0.9587077578360733,0.9666854774791513
27.685116,27.087137,27.655693,0.9358651268893842,0.9560369160500347,0.965133885086229
27.710228,26.937088,27.476723,0.9394343849606764,0.9581495555010261,0.9667622723518404
27.585808,26.856522,27.444664,0.9387578616531101,0.9595304422274786,0.9684045761689214
27.626709,26.985857,27.520622,0.9416871751427872,0.960502744198826,0.9685078359211228
27.582972,26.925419,27.524319,0.9347339118091799,0.9552990593531562,0.963750996395527
27.556705,26.896715,27.45347,0.9294868134462146,0.9510763519668207,0.9608686565271062
27.60239,27.029785,27.614807,0.9289155062998662,0.950995444767478,0.9614160687236394
27.584057,27.025013,27.618114,0.9274548916361933,0.9514385994458173,0.9613906527174225
27.571186,26.837473,27.382181,0.9359842220827022,0.9561435456708917,0.964673075220167
27.701342,26.928053,27.558834,0.9318709599228727,0.9512551964988233,0.9608899823310403
27.574394,27.007925,27.620731,0.928992246701308,0.9507368354313311,0.9605727717440437
27.689213,27.389214,28.074799,0.9318374834563813,0.9531928800735177,0.963063208093495
27.72165,27.558197,28.244968,0.9278921617213081,0.9510849438033031,0.9617563825811644
27.650415,27.546957,28.18018,0.9311865506828365,0.954465771571695,0.9644021014281445
27.690556,27.653194,28.37887,0.9334301168402294,0.9567267418516016,0.9663113123663959
27.78463,27.65938,28.39085,0.9360249647775358,0.9567640522256382,0.9668090034188191
27.633781,27.588676,28.261745,0.9315669440890849,0.9549468509457945,0.9649239635643909
27.701405,27.511074,28.160765,0.9338002954577319,0.9550277723426085,0.9643812500915003
27.839813,27.765913,28.506556,0.932268770166067,0.9540537918097178,0.9641256169508183
27.841301,27.804184,28.59494,0.9342004202772914,0.9554200317296491,0.9653700586203311
28.029884,28.230486,28.98655,0.9381883975241374,0.958775433337034,0.9684446906927966
27.916225,28.072645,28.685026,0.941499335515192,0.9611899802477649,0.9693206941353935
28.167925,28.165535,28.82114,0.9417835464413696,0.9601698161048225,0.9686950972934427
28.204494,28.164425,28.778362,0.9442790657419575,0.9616292566214375,0.969569806507835
28.101751,27.871483,28.421722,0.9470667361595755,0.9636597044302798,0.9705792780894621
28.005592,27.617495,28.221172,0.9467750261976046,0.9629459605867566,0.9705469269090071
28.16757,28.03507,28.679085,0.9557138018895673,0.9695103558315791,0.9756670024090992
28.146309,27.983027,28.647835,0.9526070315921547,0.9668104699408124,0.9732246050361404
28.077547,27.627804,28.292973,0.9440671114395963,0.960068894142255,0.9678207286882863
28.100399,27.507753,28.087389,0.9456559182358512,0.9611701806087787,0.9687567951162083
27.934212,27.447765,28.04595,0.9429459996471654,0.9594229808790654,0.967790232518897
28.069672,27.509947,28.161963,0.9548287441628595,0.9676961023052907,0.9746824075266093
28.120502,27.59239,28.21177,0.9500507214877398,0.9647908727343425,0.9712494475991288
28.090672,27.59778,28.249123,0.9463118450315813,0.9623375989264318,0.9696439411293568
28.088104,27.689793,28.357668,0.942777421496959,0.9605659741283424,0.9682764439996092
27.996607,27.534504,28.19899,0.9411955585867348,0.9593923402604957,0.9675096822196164
28.028051,27.493551,28.103405,0.9400952492804024,0.9589716845727552,0.9671416710692917
27.964336,27.07073,27.564487,0.9440256879794612,0.9600429269917671,0.9674250531290866
27.978685,27.080788,27.58046,0.9443804662448909,0.9600163243786538,0.9674396770997629
28.022882,27.237722,27.860138,0.9450203869723158,0.9602646470092234,0.9684266835719076
28.036814,27.181082,27.672447,0.9497831701240292,0.9637480358272908,0.970063227967328
27.913416,27.032461,27.506786,0.954493189183798,0.9658460499629653,0.9711338427752314
27.947865,26.80433,27.18973,0.9511501970028207,0.9635822875892707,0.9689077384131818
27.90468,26.911015,27.333517,0.9568848461176639,0.9676288458052346,0.9725177383520603
27.938032,26.797266,27.215765,0.9616294303813293,0.9711567753806233,0.9756250256342016
27.928097,26.729523,27.086058,0.9638656189169601,0.9716137377829979,0.9760865073647991
27.869572,26.420078,26.744547,0.9764576138368275,0.9804085674302606,0.9829772612063595
27.920267,26.887856,27.281857,0.9698698603589999,0.9765426128102607,0.9798981756235028
27.852335,26.779833,27.191616,0.9746909017534903,0.980017552503539,0.982752442316624
28.017609,27.207249,27.825174,0.9530640572075125,0.9642364500824754,0.9706060144921433
28.019611,27.421818,28.06299,0.9634299153559914,0.9733562401188246,0.9782954064213131
28.034441,27.421303,27.962152,0.9692197707148709,0.9767443368907425,0.9803998303137712
28.035143,27.466936,28.14266,0.9588346502120243,0.9693591376797859,0.9750051905175193
27.989264,27.546797,28.140045,0.9555719563155138,0.9678444442427981,0.9727585713329572
27.993557,27.575533,28.27033,0.963039380868481,0.9729456097739861,0.977612353677247
28.068417,27.588137,28.21906,0.9605396473190568,0.9722042361664851,0.9777716354264775
27.996523,27.672104,28.224792,0.9581855856287004,0.9712752533523124,0.9766512237046238
